Store_Dept_Date,Weekly_Sales
3_29_2013-02-15,1502.875
3_30_2013-02-15,1653.3988
3_31_2013-02-15,935.71
3_32_2013-02-15,4610.7636
3_33_2013-02-15,3906.105
3_34_2013-02-15,5887.1496
3_35_2013-02-15,1862.4103
3_36_2013-02-15,182.5749
3_38_2013-02-15,94507.2472
3_40_2013-02-15,21418.5771
3_41_2013-02-15,609.7769
3_42_2013-02-15,5264.1264
3_44_2013-02-15,2655.7396
3_46_2013-02-15,6262.7985
3_47_2013-02-15,51.7279
3_49_2013-02-15,15.9934
3_52_2013-02-15,959.4636
3_55_2013-02-15,8704.8286
3_56_2013-02-15,2608.1163
3_60_2013-02-15,136.716
3_67_2013-02-15,1728.5748
3_71_2013-02-15,1516.0951
3_72_2013-02-15,33373.2756
3_74_2013-02-15,3911.5176
3_79_2013-02-15,7755.6321
3_80_2013-02-15,5.4814
3_81_2013-02-15,1710.4135
3_82_2013-02-15,7574.9696
3_85_2013-02-15,745.3762
3_87_2013-02-15,1351.6396
3_90_2013-02-15,1692.3085
3_91_2013-02-15,203.1574
3_92_2013-02-15,9274.5465
3_94_2013-02-15,804.4833
3_95_2013-02-15,14846.1386
3_96_2013-02-15,3048.1767
3_97_2013-02-15,394.2889
3_1_2013-02-22,8204.7844
3_2_2013-02-22,18243.9379
3_3_2013-02-22,5190.8605
3_4_2013-02-22,8527.4627
3_5_2013-02-22,12744.1664
3_6_2013-02-22,1728.2792
3_7_2013-02-22,8590.5442
3_8_2013-02-22,9111.2943
3_9_2013-02-22,9476.4504
3_10_2013-02-22,12567.2168
3_11_2013-02-22,9010.5598
3_12_2013-02-22,2492.0177
3_13_2013-02-22,11609.2374
3_14_2013-02-22,4830.3759
3_16_2013-02-22,9941.4938
3_17_2013-02-22,2830.9833
3_18_2013-02-22,948.0948
3_19_2013-02-22,494.7245
3_20_2013-02-22,2117.0657
3_21_2013-02-22,1259.8773
3_22_2013-02-22,3965.9022
3_23_2013-02-22,12705.9399
3_24_2013-02-22,2428.0448
3_25_2013-02-22,5109.9735
3_26_2013-02-22,3048.4169
3_27_2013-02-22,570.0462
3_28_2013-02-22,177.2886
3_29_2013-02-22,1180.287
3_30_2013-02-22,1708.6588
3_31_2013-02-22,819.1462
3_32_2013-02-22,4711.64
3_33_2013-02-22,3681.8768
3_34_2013-02-22,5702.5167
3_35_2013-02-22,1712.6643
3_36_2013-02-22,137.3928
3_38_2013-02-22,88041.2876
3_40_2013-02-22,20534.5702
3_41_2013-02-22,458.3928
3_42_2013-02-22,5024.0047
3_44_2013-02-22,2071.9553
3_46_2013-02-22,6098.3121
3_49_2013-02-22,17.3847
3_52_2013-02-22,1019.9982
3_55_2013-02-22,7465.3385
3_56_2013-02-22,2950.2822
3_59_2013-02-22,10.8503
3_60_2013-02-22,130.462
3_67_2013-02-22,1550.8934
3_71_2013-02-22,1282.1007
3_72_2013-02-22,29969.998
3_74_2013-02-22,3730.5276
3_79_2013-02-22,7728.514
3_80_2013-02-22,6.6317
3_81_2013-02-22,1727.6464
3_82_2013-02-22,7266.3814
3_85_2013-02-22,712.5728
3_87_2013-02-22,1355.6765
3_90_2013-02-22,1689.4509
3_91_2013-02-22,219.1768
3_92_2013-02-22,8665.1458
3_94_2013-02-22,703.6159
3_95_2013-02-22,15348.1005
3_96_2013-02-22,3044.8864
3_97_2013-02-22,452.1086
3_1_2013-03-01,8841.1145
3_2_2013-03-01,20000.8536
3_3_2013-03-01,5293.9241
3_4_2013-03-01,9498.5238
3_5_2013-03-01,13623.7382
3_6_2013-03-01,1761.9463
3_7_2013-03-01,9417.3546
3_8_2013-03-01,9194.3686
3_9_2013-03-01,10304.9194
3_10_2013-03-01,12717.599
3_11_2013-03-01,9083.6261
3_12_2013-03-01,2246.1943
3_13_2013-03-01,12015.7198
3_14_2013-03-01,5012.0806
3_16_2013-03-01,11277.2066
3_17_2013-03-01,2805.1711
3_18_2013-03-01,890.3424
3_19_2013-03-01,592.3294
3_20_2013-03-01,2304.5082
3_21_2013-03-01,1347.3702
3_22_2013-03-01,3656.9348
3_23_2013-03-01,12654.2418
3_24_2013-03-01,2297.1404
3_25_2013-03-01,5774.6821
3_26_2013-03-01,2492.258
3_27_2013-03-01,605.091
3_28_2013-03-01,208.2592
3_29_2013-03-01,1247.4416
3_30_2013-03-01,1738.894
3_31_2013-03-01,772.6699
3_32_2013-03-01,4983.8726
3_33_2013-03-01,3653.5183
3_34_2013-03-01,6094.0256
3_35_2013-03-01,1741.4996
3_36_2013-03-01,333.7752
3_38_2013-03-01,95113.1939
3_40_2013-03-01,20690.0827
3_41_2013-03-01,595.1612
3_42_2013-03-01,5080.6319
3_44_2013-03-01,2568.7192
3_46_2013-03-01,5654.5049
3_49_2013-03-01,21.9771
3_52_2013-03-01,1037.8848
3_55_2013-03-01,7103.0181
3_56_2013-03-01,4105.5039
3_60_2013-03-01,129.808
3_67_2013-03-01,1605.8337
3_71_2013-03-01,1808.9227
3_72_2013-03-01,28209.9962
3_74_2013-03-01,4010.3084
3_79_2013-03-01,7783.3345
3_80_2013-03-01,18.0247
3_81_2013-03-01,1720.058
3_82_2013-03-01,7505.9148
3_85_2013-03-01,678.606
3_87_2013-03-01,1391.8246
3_90_2013-03-01,1711.5549
3_91_2013-03-01,231.1921
3_92_2013-03-01,8978.1277
3_94_2013-03-01,272.1071
3_95_2013-03-01,14798.8383
3_96_2013-03-01,3145.8029
3_97_2013-03-01,525.7756
3_1_2013-03-08,8787.6585
3_2_2013-03-08,19477.1058
3_3_2013-03-08,4913.3908
3_4_2013-03-08,9816.2724
3_5_2013-03-08,14890.8329
3_6_2013-03-08,1851.7746
3_7_2013-03-08,9200.5776
3_8_2013-03-08,9824.0752
3_9_2013-03-08,12258.1703
3_10_2013-03-08,13400.826
3_11_2013-03-08,9272.4083
3_12_2013-03-08,2370.7935
3_13_2013-03-08,12666.528
3_14_2013-03-08,4937.5481
3_16_2013-03-08,14269.0556
3_17_2013-03-08,2810.0883
3_18_2013-03-08,1199.3835
3_19_2013-03-08,645.6791
3_20_2013-03-08,2476.3709
3_21_2013-03-08,1432.7995
3_22_2013-03-08,4002.9644
3_23_2013-03-08,13301.6378
3_24_2013-03-08,2337.2838
3_25_2013-03-08,5588.4196
3_26_2013-03-08,3410.7376
3_27_2013-03-08,573.2311
3_28_2013-03-08,225.4249
3_29_2013-03-08,1335.3388
3_30_2013-03-08,1835.4441
3_31_2013-03-08,808.941
3_32_2013-03-08,4540.5168
3_33_2013-03-08,3509.7533
3_34_2013-03-08,5898.3779
3_35_2013-03-08,1700.0492
3_36_2013-03-08,257.5716
3_38_2013-03-08,96454.4407
3_40_2013-03-08,20728.7814
3_41_2013-03-08,586.8524
3_42_2013-03-08,5576.6007
3_44_2013-03-08,2365.7218
3_46_2013-03-08,6361.3045
3_52_2013-03-08,983.3416
3_55_2013-03-08,7964.698
3_56_2013-03-08,4427.8251
3_59_2013-03-08,10.2669
3_60_2013-03-08,160.158
3_67_2013-03-08,1555.8462
3_71_2013-03-08,1519.3805
3_72_2013-03-08,30640.5013
3_74_2013-03-08,3891.0517
3_79_2013-03-08,7421.562
3_80_2013-03-08,11.5468
3_81_2013-03-08,1697.6558
3_82_2013-03-08,7654.243
3_85_2013-03-08,612.6645
3_87_2013-03-08,1275.8336
3_90_2013-03-08,1679.0084
3_91_2013-03-08,235.3687
3_92_2013-03-08,9260.0876
3_94_2013-03-08,441.6588
3_95_2013-03-08,16020.2151
3_96_2013-03-08,3254.7568
3_97_2013-03-08,473.3508
3_1_2013-03-15,7950.2258
3_2_2013-03-15,18656.696
3_3_2013-03-15,5308.732
3_4_2013-03-15,8988.473
3_5_2013-03-15,12978.512
3_6_2013-03-15,2051.7896
3_7_2013-03-15,8582.9985
3_8_2013-03-15,9448.0423
3_9_2013-03-15,11150.8859
3_10_2013-03-15,12978.5037
3_11_2013-03-15,9176.1472
3_12_2013-03-15,2747.5628
3_13_2013-03-15,11855.4736
3_14_2013-03-15,5016.5629
3_16_2013-03-15,14208.1361
3_17_2013-03-15,2758.8012
3_18_2013-03-15,695.0365
3_19_2013-03-15,535.142
3_20_2013-03-15,2201.8258
3_21_2013-03-15,1371.2118
3_22_2013-03-15,3446.5516
3_23_2013-03-15,12960.6622
3_24_2013-03-15,2305.5853
3_25_2013-03-15,5309.3474
3_26_2013-03-15,2756.3699
3_27_2013-03-15,570.4859
3_28_2013-03-15,189.2977
3_29_2013-03-15,1255.2496
3_30_2013-03-15,1564.4252
3_31_2013-03-15,786.2474
3_32_2013-03-15,5638.7535
3_33_2013-03-15,3737.0215
3_34_2013-03-15,6231.7336
3_35_2013-03-15,1796.8842
3_36_2013-03-15,322.9901
3_38_2013-03-15,92410.4864
3_40_2013-03-15,19749.2882
3_41_2013-03-15,564.0598
3_42_2013-03-15,4940.1279
3_44_2013-03-15,2569.7228
3_46_2013-03-15,6139.8237
3_52_2013-03-15,1116.9162
3_54_2013-03-15,50.5372
3_55_2013-03-15,7284.9624
3_56_2013-03-15,4949.288
3_60_2013-03-15,128.148
3_67_2013-03-15,1585.041
3_71_2013-03-15,1303.3459
3_72_2013-03-15,28118.297
3_74_2013-03-15,3540.8653
3_79_2013-03-15,7102.8354
3_80_2013-03-15,8.2298
3_81_2013-03-15,1694.7798
3_82_2013-03-15,7448.8068
3_85_2013-03-15,874.3367
3_87_2013-03-15,1484.7214
3_90_2013-03-15,1645.9066
3_91_2013-03-15,262.9456
3_92_2013-03-15,8815.9224
3_95_2013-03-15,15898.4062
3_96_2013-03-15,3365.6924
3_97_2013-03-15,448.0716
3_1_2013-03-22,9586.8268
3_2_2013-03-22,18751.5227
3_3_2013-03-22,5165.2754
3_4_2013-03-22,8965.182
3_5_2013-03-22,12330.7774
3_6_2013-03-22,1827.2027
3_7_2013-03-22,10798.8302
3_8_2013-03-22,9497.3991
3_9_2013-03-22,12020.9803
3_10_2013-03-22,13030.7199
3_11_2013-03-22,10539.5976
3_12_2013-03-22,2794.2316
3_13_2013-03-22,12681.5877
3_14_2013-03-22,4650.5397
3_16_2013-03-22,14841.3713
3_17_2013-03-22,2829.8241
3_18_2013-03-22,1517.9708
3_19_2013-03-22,601.8579
3_20_2013-03-22,2279.7078
3_21_2013-03-22,1369.7099
3_22_2013-03-22,3370.0316
3_23_2013-03-22,13467.1203
3_24_2013-03-22,2542.7706
3_25_2013-03-22,5391.1452
3_26_2013-03-22,3227.8702
3_27_2013-03-22,475.6315
3_28_2013-03-22,174.616
3_29_2013-03-22,1162.3217
3_30_2013-03-22,1592.8888
3_31_2013-03-22,713.9589
3_32_2013-03-22,4707.5225
3_33_2013-03-22,3264.4628
3_34_2013-03-22,5968.0647
3_35_2013-03-22,1410.1504
3_36_2013-03-22,784.7207
3_38_2013-03-22,88889.8303
3_40_2013-03-22,19543.0829
3_41_2013-03-22,517.0043
3_42_2013-03-22,4296.927
3_44_2013-03-22,2458.5551
3_46_2013-03-22,7079.7012
3_52_2013-03-22,999.4969
3_55_2013-03-22,7713.7837
3_56_2013-03-22,5244.6975
3_60_2013-03-22,111.09
3_67_2013-03-22,2063.2151
3_71_2013-03-22,1469.0702
3_72_2013-03-22,25937.3226
3_74_2013-03-22,3661.8646
3_79_2013-03-22,7371.0528
3_80_2013-03-22,11.461
3_81_2013-03-22,1693.4468
3_82_2013-03-22,7414.1352
3_85_2013-03-22,1024.8691
3_87_2013-03-22,1734.9876
3_90_2013-03-22,1654.424
3_91_2013-03-22,362.5546
3_92_2013-03-22,8529.2978
3_94_2013-03-22,901.7709
3_95_2013-03-22,18166.3295
3_96_2013-03-22,4563.9036
3_97_2013-03-22,520.6138
3_1_2013-03-29,10040.0908
3_2_2013-03-29,18678.2835
3_3_2013-03-29,4885.4822
3_4_2013-03-29,8866.685
3_5_2013-03-29,13038.0395
3_6_2013-03-29,2167.958
3_7_2013-03-29,11119.237
3_8_2013-03-29,9415.5429
3_9_2013-03-29,11270.713
3_10_2013-03-29,12990.4503
3_11_2013-03-29,9991.3059
3_12_2013-03-29,2736.7496
3_13_2013-03-29,12515.3618
3_14_2013-03-29,4587.8135
3_16_2013-03-29,14254.9943
3_17_2013-03-29,2668.2313
3_18_2013-03-29,1220.0846
3_19_2013-03-29,543.1954
3_20_2013-03-29,2165.8193
3_21_2013-03-29,1383.5848
3_22_2013-03-29,3544.842
3_23_2013-03-29,13669.9713
3_24_2013-03-29,2446.97
3_25_2013-03-29,5351.5616
3_26_2013-03-29,3235.2508
3_27_2013-03-29,462.993
3_28_2013-03-29,196.3743
3_29_2013-03-29,1166.7779
3_30_2013-03-29,1576.8984
3_31_2013-03-29,739.471
3_32_2013-03-29,5378.4909
3_33_2013-03-29,3813.6799
3_34_2013-03-29,5696.2709
3_35_2013-03-29,1438.4219
3_36_2013-03-29,490.2396
3_38_2013-03-29,86289.0658
3_40_2013-03-29,18966.907
3_41_2013-03-29,447.6109
3_42_2013-03-29,4411.1327
3_44_2013-03-29,2264.8954
3_46_2013-03-29,7055.2037
3_52_2013-03-29,1055.5016
3_55_2013-03-29,7382.8038
3_56_2013-03-29,5175.5642
3_59_2013-03-29,23.8739
3_60_2013-03-29,123.498
3_67_2013-03-29,2007.3794
3_71_2013-03-29,1344.0456
3_72_2013-03-29,26880.0198
3_74_2013-03-29,3504.3174
3_79_2013-03-29,7523.4011
3_80_2013-03-29,10.6686
3_81_2013-03-29,1684.6145
3_82_2013-03-29,7418.0647
3_85_2013-03-29,906.7044
3_87_2013-03-29,1651.4166
3_90_2013-03-29,1714.9476
3_91_2013-03-29,274.8129
3_92_2013-03-29,8398.5812
3_95_2013-03-29,16223.9308
3_96_2013-03-29,3402.4455
3_97_2013-03-29,406.0734
3_1_2013-04-05,9914.9091
3_2_2013-04-05,19981.8276
3_3_2013-04-05,4858.5799
3_4_2013-04-05,9806.6362
3_5_2013-04-05,14446.0314
3_6_2013-04-05,1819.0163
3_7_2013-04-05,12423.8989
3_8_2013-04-05,9441.2107
3_9_2013-04-05,10547.7694
3_10_2013-04-05,12288.1942
3_11_2013-04-05,10680.0717
3_12_2013-04-05,2662.1896
3_13_2013-04-05,12525.204
3_14_2013-04-05,4457.9135
3_16_2013-04-05,16173.9243
3_17_2013-04-05,2732.5322
3_18_2013-04-05,2077.774
3_19_2013-04-05,915.0488
3_20_2013-04-05,2346.4575
3_21_2013-04-05,1354.1111
3_22_2013-04-05,4156.9765
3_23_2013-04-05,13395.0389
3_24_2013-04-05,2518.8839
3_25_2013-04-05,5244.7601
3_26_2013-04-05,3145.52
3_27_2013-04-05,495.6742
3_28_2013-04-05,209.9531
3_29_2013-04-05,1362.5141
3_30_2013-04-05,1610.8401
3_31_2013-04-05,733.0181
3_32_2013-04-05,5103.5545
3_33_2013-04-05,3678.5903
3_34_2013-04-05,5749.6274
3_35_2013-04-05,1689.5866
3_36_2013-04-05,652.9745
3_38_2013-04-05,94649.9761
3_40_2013-04-05,20847.8994
3_41_2013-04-05,469.7585
3_42_2013-04-05,5390.5933
3_44_2013-04-05,2488.1091
3_46_2013-04-05,6947.4394
3_49_2013-04-05,23.2883
3_52_2013-04-05,1012.1936
3_54_2013-04-05,42.7076
3_55_2013-04-05,7985.8493
3_56_2013-04-05,5732.1013
3_60_2013-04-05,129.338
3_67_2013-04-05,1894.1712
3_71_2013-04-05,1777.7785
3_72_2013-04-05,28573.1235
3_74_2013-04-05,3840.5961
3_79_2013-04-05,7749.2055
3_80_2013-04-05,19.0173
3_81_2013-04-05,1730.3788
3_82_2013-04-05,7165.3019
3_85_2013-04-05,703.3487
3_87_2013-04-05,1371.2058
3_90_2013-04-05,1738.9866
3_91_2013-04-05,351.2132
3_92_2013-04-05,9047.3052
3_95_2013-04-05,16104.7644
3_96_2013-04-05,3908.0072
3_97_2013-04-05,582.1231
3_1_2013-04-12,9461.0581
3_2_2013-04-12,18491.5362
3_3_2013-04-12,4850.1563
3_4_2013-04-12,9060.0368
3_5_2013-04-12,13024.3059
3_6_2013-04-12,1705.2495
3_7_2013-04-12,9788.5076
3_8_2013-04-12,9177.0189
3_9_2013-04-12,10907.7758
3_10_2013-04-12,12787.2117
3_11_2013-04-12,9412.0669
3_12_2013-04-12,2965.3596
3_13_2013-04-12,11957.8749
3_14_2013-04-12,4916.9922
3_16_2013-04-12,14870.414
3_17_2013-04-12,2629.9228
3_18_2013-04-12,1433.8825
3_19_2013-04-12,561.5887
3_20_2013-04-12,2272.7558
3_21_2013-04-12,1368.5689
3_22_2013-04-12,3719.0411
3_23_2013-04-12,13145.1197
3_24_2013-04-12,2358.4875
3_25_2013-04-12,5096.6812
3_26_2013-04-12,3231.0783
3_27_2013-04-12,499.2242
3_28_2013-04-12,174.5161
3_29_2013-04-12,1215.2117
3_30_2013-04-12,1525.656
3_31_2013-04-12,715.7123
3_32_2013-04-12,4852.326
3_33_2013-04-12,3908.1119
3_34_2013-04-12,5498.8306
3_35_2013-04-12,1572.275
3_36_2013-04-12,485.4738
3_38_2013-04-12,94432.2057
3_40_2013-04-12,19529.1036
3_41_2013-04-12,445.6816
3_42_2013-04-12,4956.1222
3_44_2013-04-12,2261.7067
3_46_2013-04-12,6423.6981
3_52_2013-04-12,1050.4815
3_55_2013-04-12,7449.8926
3_56_2013-04-12,5088.5938
3_59_2013-04-12,11.8277
3_60_2013-04-12,124.006
3_67_2013-04-12,1819.2777
3_71_2013-04-12,1423.5041
3_72_2013-04-12,24467.9638
3_74_2013-04-12,3775.8732
3_79_2013-04-12,7581.8351
3_80_2013-04-12,8.7091
3_81_2013-04-12,1717.7529
3_82_2013-04-12,7344.6602
3_85_2013-04-12,768.7243
3_87_2013-04-12,1338.7583
3_90_2013-04-12,1728.2324
3_91_2013-04-12,338.7188
3_92_2013-04-12,8824.7565
3_95_2013-04-12,15499.8868
3_96_2013-04-12,3962.0003
3_97_2013-04-12,416.3865
3_1_2013-04-19,9080.5386
3_2_2013-04-19,19085.1602
3_3_2013-04-19,5022.1087
3_4_2013-04-19,9060.6859
3_5_2013-04-19,12429.7854
3_6_2013-04-19,1961.7273
3_7_2013-04-19,9816.2626
3_8_2013-04-19,9085.7371
3_9_2013-04-19,10877.9468
3_10_2013-04-19,12515.2146
3_11_2013-04-19,9875.0089
3_12_2013-04-19,2597.4275
3_13_2013-04-19,12024.015
3_14_2013-04-19,4851.3101
3_16_2013-04-19,13352.5834
3_17_2013-04-19,2772.758
3_18_2013-04-19,1345.0851
3_19_2013-04-19,574.8982
3_20_2013-04-19,2025.9773
3_21_2013-04-19,1340.1276
3_22_2013-04-19,3386.0194
3_23_2013-04-19,13655.851
3_24_2013-04-19,2480.5703
3_25_2013-04-19,4929.2742
3_26_2013-04-19,2982.8413
3_27_2013-04-19,445.221
3_28_2013-04-19,173.2432
3_29_2013-04-19,1214.7649
3_30_2013-04-19,1502.1938
3_31_2013-04-19,727.5478
3_32_2013-04-19,4789.6149
3_33_2013-04-19,3406.3619
3_34_2013-04-19,5005.6421
3_35_2013-04-19,1448.7671
3_36_2013-04-19,699.3391
3_38_2013-04-19,91366.2923
3_40_2013-04-19,19416.7711
3_41_2013-04-19,426.6967
3_42_2013-04-19,4586.3649
3_44_2013-04-19,2242.3642
3_46_2013-04-19,6308.6454
3_49_2013-04-19,33.015
3_52_2013-04-19,1044.2777
3_54_2013-04-19,102.0488
3_55_2013-04-19,7399.3415
3_56_2013-04-19,4385.7812
3_59_2013-04-19,12.7197
3_60_2013-04-19,112.406
3_67_2013-04-19,2115.3874
3_71_2013-04-19,1243.0535
3_72_2013-04-19,23061.2384
3_74_2013-04-19,3568.9879
3_79_2013-04-19,7656.1631
3_80_2013-04-19,14.8238
3_81_2013-04-19,1697.9788
3_82_2013-04-19,7362.6713
3_85_2013-04-19,1065.0883
3_87_2013-04-19,1565.0981
3_90_2013-04-19,1735.5616
3_91_2013-04-19,321.0317
3_92_2013-04-19,8782.142
3_95_2013-04-19,18041.9425
3_96_2013-04-19,4321.3923
3_97_2013-04-19,414.2289
3_1_2013-04-26,9220.9606
3_2_2013-04-26,18987.7446
3_3_2013-04-26,5178.03
3_4_2013-04-26,8725.1266
3_5_2013-04-26,12617.7872
3_6_2013-04-26,2135.4861
3_7_2013-04-26,9464.6882
3_8_2013-04-26,9070.9017
3_9_2013-04-26,10785.2383
3_10_2013-04-26,12448.8744
3_11_2013-04-26,8943.6582
3_12_2013-04-26,2828.5653
3_13_2013-04-26,12329.9957
3_14_2013-04-26,5041.1404
3_16_2013-04-26,14568.4447
3_17_2013-04-26,2668.2035
3_19_2013-04-26,601.7424
3_20_2013-04-26,2025.1412
3_21_2013-04-26,1335.5436
3_22_2013-04-26,3479.4959
3_23_2013-04-26,13629.989
3_24_2013-04-26,2365.1792
3_25_2013-04-26,5082.8431
3_26_2013-04-26,3235.1751
3_27_2013-04-26,507.1329
3_28_2013-04-26,183.0274
3_29_2013-04-26,1262.5888
3_30_2013-04-26,1485.7262
3_31_2013-04-26,693.5793
3_32_2013-04-26,5030.6031
3_33_2013-04-26,3657.9881
3_34_2013-04-26,5363.9889
3_35_2013-04-26,1295.9602
3_36_2013-04-26,558.6083
3_38_2013-04-26,85970.378
3_40_2013-04-26,19016.325
3_41_2013-04-26,428.76
3_42_2013-04-26,4328.3201
3_44_2013-04-26,2194.7649
3_46_2013-04-26,6318.5064
3_52_2013-04-26,1009.8308
3_55_2013-04-26,7337.4677
3_56_2013-04-26,4493.3258
3_59_2013-04-26,8.2077
3_60_2013-04-26,114.254
3_67_2013-04-26,1939.7534
3_71_2013-04-26,1033.7334
3_72_2013-04-26,23921.2126
3_74_2013-04-26,3490.5396
3_79_2013-04-26,7357.9944
3_80_2013-04-26,13.6659
3_81_2013-04-26,1696.5527
3_82_2013-04-26,7110.5952
3_85_2013-04-26,991.8851
3_87_2013-04-26,1577.9682
3_90_2013-04-26,1731.9572
3_91_2013-04-26,295.3832
3_92_2013-04-26,8696.0258
3_94_2013-04-26,744.9815
3_95_2013-04-26,15496.0625
3_96_2013-04-26,3996.3384
3_97_2013-04-26,412.0357
3_1_2013-05-03,8312.6957
3_2_2013-05-03,20104.8941
3_3_2013-05-03,5068.8629
3_4_2013-05-03,10034.2526
3_5_2013-05-03,12506.7509
3_6_2013-05-03,1736.8141
3_7_2013-05-03,10448.7746
3_8_2013-05-03,9185.9729
3_9_2013-05-03,10855.2919
3_10_2013-05-03,12474.4684
3_11_2013-05-03,11285.8197
3_12_2013-05-03,2896.5801
3_13_2013-05-03,12542.2261
3_14_2013-05-03,4668.8302
3_16_2013-05-03,13730.4587
3_17_2013-05-03,2691.0995
3_18_2013-05-03,819.5647
3_19_2013-05-03,595.0969
3_20_2013-05-03,2152.0505
3_21_2013-05-03,1331.6374
3_22_2013-05-03,3522.4309
3_23_2013-05-03,13708.8625
3_24_2013-05-03,2326.504
3_25_2013-05-03,5384.5968
3_26_2013-05-03,3258.6124
3_27_2013-05-03,472.5
3_28_2013-05-03,177.0007
3_29_2013-05-03,1289.6606
3_30_2013-05-03,1510.6305
3_31_2013-05-03,688.2343
3_32_2013-05-03,4629.1584
3_33_2013-05-03,3268.7105
3_34_2013-05-03,5820.932
3_35_2013-05-03,1596.0433
3_36_2013-05-03,637.2719
3_38_2013-05-03,96283.8339
3_40_2013-05-03,19950.9105
3_41_2013-05-03,420.1614
3_42_2013-05-03,5112.4965
3_44_2013-05-03,2439.2069
3_46_2013-05-03,6443.7436
3_47_2013-05-03,36.6562
3_52_2013-05-03,1037.4478
3_54_2013-05-03,29.6028
3_55_2013-05-03,7747.0293
3_56_2013-05-03,3601.2232
3_60_2013-05-03,146.97
3_67_2013-05-03,4061.6976
3_71_2013-05-03,1457.299
3_72_2013-05-03,27050.2703
3_74_2013-05-03,3818.8623
3_79_2013-05-03,7316.361
3_80_2013-05-03,18.6085
3_81_2013-05-03,1739.5801
3_82_2013-05-03,7513.2506
3_85_2013-05-03,929.5773
3_87_2013-05-03,1426.1028
3_90_2013-05-03,1709.2759
3_91_2013-05-03,379.3318
3_92_2013-05-03,8998.3133
3_94_2013-05-03,1036.3074
3_95_2013-05-03,17728.3616
3_96_2013-05-03,4400.8765
3_97_2013-05-03,531.818
3_1_2013-05-10,8510.5789
3_2_2013-05-10,19208.6187
3_3_2013-05-10,5016.8514
3_4_2013-05-10,9402.1213
3_5_2013-05-10,13811.509
3_6_2013-05-10,1892.3657
3_7_2013-05-10,10072.0029
3_8_2013-05-10,9222.4982
3_9_2013-05-10,11031.4352
3_10_2013-05-10,12996.6635
3_11_2013-05-10,10398.9738
3_12_2013-05-10,3057.3582
3_13_2013-05-10,12240.0703
3_14_2013-05-10,4827.3222
3_16_2013-05-10,13900.7364
3_17_2013-05-10,2721.7551
3_19_2013-05-10,733.2539
3_20_2013-05-10,2241.1736
3_21_2013-05-10,1338.9265
3_22_2013-05-10,3479.6878
3_23_2013-05-10,13082.5192
3_24_2013-05-10,2478.2903
3_25_2013-05-10,5126.8772
3_26_2013-05-10,3206.2341
3_27_2013-05-10,484.0401
3_28_2013-05-10,189.9893
3_29_2013-05-10,1385.0064
3_30_2013-05-10,1533.2212
3_31_2013-05-10,713.7066
3_32_2013-05-10,4991.6163
3_33_2013-05-10,3832.8877
3_34_2013-05-10,5568.7189
3_35_2013-05-10,1599.5266
3_36_2013-05-10,569.3212
3_38_2013-05-10,94349.7058
3_40_2013-05-10,19537.5377
3_41_2013-05-10,436.908
3_42_2013-05-10,5259.5334
3_44_2013-05-10,2125.1932
3_46_2013-05-10,6538.1351
3_52_2013-05-10,1137.3147
3_54_2013-05-10,34.0618
3_55_2013-05-10,7248.2236
3_56_2013-05-10,3559.8532
3_60_2013-05-10,129.66
3_67_2013-05-10,3913.3235
3_71_2013-05-10,1349.6706
3_72_2013-05-10,24521.8738
3_74_2013-05-10,3793.8626
3_79_2013-05-10,7475.3355
3_80_2013-05-10,7.1397
3_81_2013-05-10,1720.278
3_82_2013-05-10,7478.5765
3_85_2013-05-10,898.805
3_87_2013-05-10,1314.7302
3_90_2013-05-10,1730.855
3_91_2013-05-10,364.5132
3_92_2013-05-10,9112.8264
3_94_2013-05-10,1332.4229
3_95_2013-05-10,16989.3388
3_96_2013-05-10,3843.0777
3_97_2013-05-10,479.0706
3_1_2013-05-17,7750.9925
3_2_2013-05-17,18837.0901
3_3_2013-05-17,5236.129
3_4_2013-05-17,9139.0673
3_5_2013-05-17,12334.8043
3_6_2013-05-17,1765.2792
3_7_2013-05-17,8855.3628
3_8_2013-05-17,8814.9003
3_9_2013-05-17,10302.857
3_10_2013-05-17,13595.9342
3_11_2013-05-17,12358.6562
3_12_2013-05-17,3024.8343
3_13_2013-05-17,11786.5825
3_14_2013-05-17,4954.6939
3_16_2013-05-17,12719.3938
3_17_2013-05-17,2591.7405
3_18_2013-05-17,655.0718
3_19_2013-05-17,744.9142
3_20_2013-05-17,2243.7014
3_21_2013-05-17,1354.6861
3_22_2013-05-17,3654.2793
3_23_2013-05-17,13026.2413
3_24_2013-05-17,2368.0895
3_25_2013-05-17,5132.168
3_26_2013-05-17,2845.9456
3_27_2013-05-17,444.9986
3_28_2013-05-17,145.8025
3_29_2013-05-17,1257.4956
3_30_2013-05-17,1412.4954
3_31_2013-05-17,738.2532
3_32_2013-05-17,4477.1394
3_33_2013-05-17,3287.8875
3_34_2013-05-17,5856.391
3_35_2013-05-17,1610.5285
3_36_2013-05-17,604.4808
3_38_2013-05-17,92806.8264
3_40_2013-05-17,19600.0169
3_41_2013-05-17,422.5719
3_42_2013-05-17,5726.5571
3_44_2013-05-17,2357.4309
3_46_2013-05-17,6192.0118
3_47_2013-05-17,44.9223
3_49_2013-05-17,18.5203
3_52_2013-05-17,1014.8644
3_55_2013-05-17,7244.1019
3_56_2013-05-17,2283.8367
3_60_2013-05-17,133.338
3_67_2013-05-17,3946.758
